,k_min0,x_min0,x_max0,k_max0,k_min1,x_min1,x_max1,k_max1,k_min2,x_min2,x_max2,k_max2,k_min3,x_min3,x_max3,k_max3,k_min4,x_min4,x_max4,k_max4,k_min5,x_min5,x_max5,k_max5
0,33.32903430382751,-2.9913482271824465,2.9920205238905733,133.31613721531005,7.914536516875465,-2.6295830702827194,2.902910760696711,31.65814606750186,39.02614247413614,-2.874059040481823,2.130276659301257,156.10456989654455,52.968639767258104,-1.4678340431661665,2.6955985533254436,211.87455906903241,5.940842343506274,-2.114086825823776,2.7881792666468197,23.763369374025096,70.67233791903186,-3.036739723801472,2.3981999621010814,282.68935167612744
